rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-004463,13,binaerDigitalOpenColl_MN,MN1,2.2058823529411766,available we would like digital,available we would like digital,"Where available, we would like digital signal input capability.",1.4,ACCEPT
RFQ731-004463,13,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,"Where available, we would like digital signal input capability.",1.2,ACCEPT
RFQ731-004463,8,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-004463,2,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,"Where available, we would like general-purpose configuration.",1.3,ACCEPT
RFQ731-004463,6,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-004463,15,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004463,5,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-004463,4,powerSupply,1,1.6975609756097567,we require standard power supply,we require standard power supply,We require standard power supply.,1.5,ACCEPT
RFQ731-004463,7,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The application requires operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-004463,11,stromEingaenge,IS1,1.585365853658537,dedicated current-input channel,dedicated current-input channel,The equipment is required to support a dedicated current-input channel.,1.5,ACCEPT
RFQ731-004463,10,stromSchaltbar,CS1,1.6975609756097567,must provide switchable current-output functionality,must provide switchable current-output functionality,The proposed solution must provide switchable current-output functionality.,1.2,ACCEPT
RFQ731-004463,12,temperaturEingaenge,TT1,1.7858455882352944,must provide one temperature,must provide one temperature,The proposed solution must provide one temperature measurement input.,1.2,ACCEPT
RFQ731-004463,14,waveInjector,FWI,1.354166666666667,consider advanced low-temperature,consider advanced low-temperature,Please consider advanced low-temperature measurement capability as a preferred option.,1.2,ACCEPT
RFQ731-004464,14,binaerOpenColl_MP,MP1,2.086764705882353,additional digital signal input as,additional digital signal input as,Please consider an additional digital signal input as a preferred option.,1.2,ACCEPT
RFQ731-004464,9,certification,NN,1.5987804878048784,consider standard certification documentation as,consider standard certification documentation as,Please consider standard certification documentation as a preferred option.,0.3,ACCEPT
RFQ731-004464,3,characteristic,ST,1.4809451219512195,must provide standard temperature,must provide standard temperature,The proposed solution must provide standard temperature application.,1.3,ACCEPT
RFQ731-004464,16,customUserFluid,1,1.741176470588235,require a customer-specific fluid definition,require a customer-specific fluid definition,We require a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-004464,7,explosionApproval,N,2.0470588235294125,does not require hazardous-area approval,does not require hazardous-area approval,The proposed solution must provide the installation does not require hazardous-area approval.,1.5,ACCEPT
RFQ731-004464,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004464,6,numberOfChannels,2,1.4809451219512195,two independent measurement channels,two independent measurement channels,"Where available, we would like two independent measurement channels.",1.1,ACCEPT
RFQ731-004464,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The application requires the standard electrical supply option.,1.5,ACCEPT
RFQ731-004464,8,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,We require a non-hazardous installation area.,1.3,ACCEPT
RFQ731-004464,17,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,The equipment is required to support the required steamApplication configuration.,0.2,ACCEPT
RFQ731-004464,12,stromEingaenge,IS1,1.7858455882352944,requires one current input,requires one current input,The application requires one current input.,1.5,ACCEPT
RFQ731-004464,11,stromSchaltbar,CS1,1.6975609756097567,we require switchable current-output functionality,we require switchable current-output functionality,We require switchable current-output functionality.,1.2,ACCEPT
RFQ731-004464,13,temperaturEingaenge,TT1,1.7682926829268295,we would prefer temperature,we would prefer temperature,We would prefer temperature measurement capability.,1.2,ACCEPT
RFQ731-004464,15,waveInjector,FWI,1.2649739583333337,must provide advanced low-temperature,must provide advanced low-temperature,The proposed solution must provide advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-004465,11,binaerOpenColl_MP,MP4,1.585365853658537,binaeropencoll mp configuration,binaeropencoll mp configuration,We require the required binaerOpenColl_MP configuration.,1.2,ACCEPT
RFQ731-004465,8,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-004465,2,characteristic,WD,1.4975490196078431,water measurement service,water measurement service,The proposed solution must provide water measurement service.,1.3,ACCEPT
RFQ731-004465,0,devCategory,G,1.309878048780488,process gas,process gas,"Dear Sales Team,

Customer: Vector Measurement Technologies GmbH
RFQ Reference: RFQ731-004465
Customer Reference: New Plant Installation
Country: Türkiye

As part of our new plant installation, we require a suitable measurement system for process gas measurement.",0.9,ACCEPT
RFQ731-004465,12,dev_advMeterVerification,1,1.7858455882352944,provide advanced verification functionality,provide advanced verification functionality,"If possible, please provide advanced verification functionality.",1.5,ACCEPT
RFQ731-004465,6,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,The application requires standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-004465,13,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004465,5,numberOfChannels,2,1.4809451219512195,two independent measurement channels,two independent measurement channels,The equipment is required to support two independent measurement channels.,1.1,ACCEPT
RFQ731-004465,4,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The equipment is required to support the standard electrical supply option.,1.5,ACCEPT
RFQ731-004465,10,stromSchaltbar,CS2,1.7682926829268295,additional configurable current-output functionality,additional configurable current-output functionality,The equipment is required to support additional configurable current-output functionality.,1.2,ACCEPT
RFQ731-004465,12,waveInjector,FWI,1.2333333333333334,if possible please provide advanced,if possible please provide advanced,"If possible, please provide advanced verification functionality.",1.2,ACCEPT
RFQ731-004466,15,binaerDigitalOpenColl_MN,MN1,1.585365853658537,digital open-collector input,digital open-collector input,The equipment is required to support a digital open-collector input.,1.4,ACCEPT
RFQ731-004466,10,certification,NN,1.585365853658537,standard certification documentation,standard certification documentation,"If possible, please provide standard certification documentation.",0.3,ACCEPT
RFQ731-004466,4,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The application requires general-purpose configuration.,1.3,ACCEPT
RFQ731-004466,11,dynamicGasMaster,1,1.2333333333333334,proposed solution must provide enhanced,proposed solution must provide enhanced,The proposed solution must provide enhanced communication capability.,1.1,ACCEPT
RFQ731-004466,9,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,"Where available, we would like installation in a protected hazardous area.",1.5,ACCEPT
